종목명,2011통합등급,2011환경,2011사회,2011지배구조,2012통합등급,2012환경,2012사회,2012지배구조,2013통합등급,2013환경,2013사회,2013지배구조,2014통합등급,2014환경,2014사회,2014지배구조,2015통합등급,2015환경,2015사회,2015지배구조,2016통합등급,2016환경,2016사회,2016지배구조,2017통합등급,2017환경,2017사회,2017지배구조,2018통합등급,2018환경,2018사회,2018지배구조,2020통합등급,2020환경,2020사회,2020지배구조,2021통합등급,2021환경,2021사회,2021지배구조,2022통합등급,2022환경,2022사회,2022지배구조,2023통합등급,2023환경,2023사회,2023지배구조,2024통합등급,2024환경,2024사회,2024지배구조,종목코드,시장구분,업종명,시가총액
아모레퍼시픽,A,A,A,A,A,B+,A+,A,B+,B+,A,B+,B+,B+,A,B+,B+,B,A,B+,A,B+,A,A,A,B+,A,A,B+,B,A+,A,A,A,A+,A,A,A,A+,A,A,A,A+,A,A,A,A+,A,A,A,A+,A,90430,KOSPI,화학,8288420000000.0
아모레G,,B,,,B이하,B,B+,B이하,B이하,B,B+,B이하,B이하,B,B이하,B이하,B이하,C,A,B이하,B+,C,A+,B이하,B이하,B,A,B이하,A,B+,A+,A,A,A,A+,A,A,A,A+,A,A,A,A+,B+,A,A,A+,A,A,A,A+,A,2790,KOSPI,화학,2506730000000.0
메타랩스,,B,,,B이하,B,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,C,B이하,B이하,C,D,B,B,C,D,C,B+,D,D,D,D,D,D,D,D,D,D,D,D,90370,KOSPI,섬유의복,44828440200.0
아세아,B이하,B,B이하,B+,B+,B,B+,B+,B+,B,B+,B+,B이하,C,B+,B+,B이하,C,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,C,B이하,B이하,C,C,B,C,B+,B,B+,B+,B+,B,B+,B+,A,B+,B+,A,A,B+,B+,A,2030,KOSPI,서비스업,490830000000.0
아세아제지,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,C,B이하,B이하,B,C,B,B,B,C,B+,B,C,C,B+,D,C,B,B+,D,C,B,B+,D,2310,KOSPI,종이목재,385577000000.0
아세아페이퍼텍,,B,,B이하,B이하,B,B이하,B이하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
아시아나항공,B+,B,B+,A,B+,B,B+,A,B+,B+,B+,A,B+,C,A,B+,B+,C,B+,A,B+,B,A+,B+,B+,B,A,B+,B이하,B,B이하,B+,C,B+,B+,D,C,B+,A,D,B,B+,A,C,A,A,A,B+,A,A,A,B+,20560,KOSPI,운수창고업,798438000000.0
아이에스동서,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,B,B이하,B이하,B이하,C,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,C,B이하,B이하,B,B,B,B+,B+,B,B+,B+,B+,B,A,B+,B+,B+,A,B+,B+,B+,A,B+,10780,KOSPI,비금속광물,781843000000.0
IHQ,,B,,,,C,B이하,,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,B,B이하,B이하,B이하,C,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B,D,B,B+,C,D,C,B,D,D,D,D,D,D,C,D,D,D,C,D,3560,KOSPI,서비스업,58906362440.0
아주캐피탈,B이하,B+,B이하,,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,A,B이하,B이하,B+,A,B이하,B이하,B이하,B+ 이하,B이하,B이하,,,,,,,,,,,,,,,,,,,,,,,,
알루코,B이하,B,B이하,B이하,B이하,C,B이하,B이하,B이하,D,B이하,B이하,B이하,C,B이하,B이하,B이하,D,B이하,B이하,B이하,D,B이하,B이하,B이하,B,B이하,B이하,B이하,C,B이하,B이하,B,B,B,B,C,C,D,B,D,D,C,D,D,C,C,D,D,C,C,D,1780,KOSPI,철강금속,314699000000.0
알보젠코리아,B이하,B,B이하,,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,,,,,,,,,,,,,,,,,,,,,,,,
알앤엘바이오,B이하,C,B이하,,,,B이하,B이하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
에넥스,B이하,B,B이하,,B이하,B,B이하,B이하,B이하,C,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B+,B이하,B이하,C,B+,B이하,B,B,B+,B,B,C,B,B,C,D,C,C,C,C,C,C,C,C,C,C,11090,KOSPI,기타제조업,28915970962.0
에스엘,B이하,B,B이하,B이하,B이하,B,B+,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B+,B이하,B이하,C,B+,B이하,B이하,C,B+,B이하,B이하,C,B+,B이하,C,B,B+,D,B+,B+,B+,B+,B+,B,B+,B+,B+,B+,A,B+,B+,B+,A,B+,5850,KOSPI,운수장비,1439900000000.0
에스원,B+,B+,B+,,B이하,B,B+,B이하,B이하,B,B+,B이하,B이하,B,B+,B이하,B이하,C,B이하,B이하,B이하,B,B+,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B+,B,A,B+,A,B,A,A,B+,B+,A,B,B+,B+,A,B+,B+,B+,A,B+,12750,KOSPI,서비스업,2317950000000.0
SJM홀딩스,B이하,C,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B+,B이하,B이하,B이하,B,B이하,B이하,B,C,B,B,B,C,B,B,C,D,C,C,C,C,C,C,C,C,C,C,25530,KOSPI,유통업,54882479400.0
에쓰씨엔지니어링,B이하,C,B이하,,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,B,B이하,B이하,B이하,C,B이하,B이하,C,C,B,B,C,C,C,B,D,D,D,D,D,C,D,D,D,C,D,D,23960,KOSPI,건설업,49423494464.0
에이엔피,,C,,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,C,B,C,C,C,C,C,B,D,D,D,D,D,C,D,D,D,C,D,D,15260,KOSPI,전기전자,52019778782.0
에이프로젠,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,D,B이하,B이하,B이하,B,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,C,C,D,C,C,D,C,C,D,D,D,D,D,D,D,D,D,D,D,D,7460,KOSPI,기계,384544000000.0
에이프로젠바이오로직스,B이하,C,B이하,,,C,,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,D,B이하,B이하,C,D,C,C,C,D,C,C,D,D,D,D,D,D,D,D,D,D,D,D,3060,KOSPI,의약품,101062000000.0
엔씨소프트,B이하,B+,B이하,,B+,A,B이하,B이하,B이하,B+,B이하,B이하,B이하,B+,B이하,B이하,B이하,A,B이하,B이하,B이하,B+,B이하,B이하,B이하,B,B이하,B이하,B이하,B+,B이하,B이하,B+,D,B+,A,A,B+,A,A,A,B+,A,A,A,B+,A,A,A,B+,A,A,36570,KOSPI,서비스업,3740970000000.0
엔케이,B이하,C,B이하,B이하,B이하,B,B이하,B이하,B이하,C,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,C,B,C,C,C,B,C,C,D,D,D,D,C,D,C,C,C,D,C,C,85310,KOSPI,기계,70705283168.0
플레이그램,B이하,C,B이하,,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,D,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,D,B이하,B이하,C,D,C,C,C,D,C,C,D,D,D,D,D,D,D,D,D,D,D,D,9810,KOSPI,유통업,73895359021.0
NPC,B이하,B,B이하,,B이하,C,B이하,B이하,B이하,B,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,C,C,C,C,C,C,D,C,D,D,C,D,D,C,C,D,D,C,C,D,4250,KOSPI,화학,188006000000.0
영보화학,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B,B,B,B,B,B,C,B,D,C,C,D,D,C,C,D,D,C,C,D,14440,KOSPI,화학,68800000000.0
영원무역,,B,,,B이하,B,B이하,B이하,B이하,C,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B,D,B,B+,B+,B+,B+,B+,B+,C,B+,B+,B+,B+,B+,B+,B+,B+,B+,B+,111770,KOSPI,유통업,1699340000000.0
영원무역홀딩스,,B,,,B이하,B,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,C,B이하,B이하,B,D,B,B,A,B+,B+,A,C,C,B+,C,B+,B+,B+,B+,B+,B+,B+,B+,9970,KOSPI,기타금융,1206750000000.0
영진약품,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,C,B+,B이하,B이하,B,B이하,B이하,B,D,B+,B+,B+,B+,A,B+,B+,B+,B+,B,B+,B+,A,B+,B+,B+,A,B+,3520,KOSPI,의약품,375845000000.0
영풍,,C,,B이하,B이하,C,B이하,B+,B이하,C,B이하,B+,B이하,C,B이하,B+,B이하,C,B이하,B+,B이하,D,B이하,B이하,B이하,C,B이하,B+,B이하,B,B이하,B이하,C,D,B,D,C,D,C,B+,B,C,B+,B,B+,B+,B+,B,B+,B+,B+,B,670,KOSPI,철강금속,723922000000.0
영풍제지,,C,,B이하,B이하,B,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,B,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B,B,C,B,B,B,C,B,D,C,D,D,C,C,D,C,C,C,D,C,6740,KOSPI,종이목재,86038455948.0
영화금속,,C,,,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B,B,C,B,C,C,C,B+,D,D,D,C,C,C,D,C,C,C,D,C,12280,KOSPI,운수장비,45361435390.0
예스코홀딩스,B+,B+,B+,,B이하,B+,B+,B이하,B이하,B+,B+,B이하,B+,B+,A,B이하,B이하,B+,B+,B이하,B이하,B+,B+,B이하,B+,A,B+,B이하,B이하,B,B+,B이하,B,D,B+,B+,B+,B,B+,B+,B,C,B,B,B,C,B,B+,B,C,B,B+,15360,KOSPI,서비스업,233400000000.0
오뚜기,B이하,C,B이하,,B이하,C,B이하,B+,B이하,C,B이하,B+,B이하,C,B이하,B+,B이하,C,B이하,B이하,B이하,D,B+,B이하,B이하,D,B+,B이하,B+,B,A,B+,B+,B+,A,B,A,B+,A+,B+,C,C,B+,C,B+,B+,A,B+,B+,B+,A,B+,7310,KOSPI,음식료품,1649220000000.0
오리엔트바이오,,C,,,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,C,B,B,C,C,D,C,C,D,D,D,D,D,D,D,D,D,D,D,D,2630,KOSPI,의약품,62848992650.0
오리온홀딩스,B이하,B,B이하,,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,D,B이하,B이하,B+,C,B+,A,A,A,A,A,A,B+,A,A,A,A,A,A,A,A,A,A,1800,KOSPI,기타금융,888939000000.0
웰바이오텍,,C,,,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,B,B이하,B이하,B이하,C,B이하,B이하,B,D,B,B,B,D,B,B,D,D,D,D,D,D,D,D,D,D,D,D,10600,KOSPI,유통업,49553256815.0
우리금융지주,B+,A,B+,B+,A,A+,A,B이하,B+,A,B+,B이하,A,A+,A,B+,B+,A+,B이하,B이하,B+,A+,B이하,B이하,B+,A,B이하,B이하,B+,B+ 이하,B+,B이하,B+,B+,B+,B+,A,A+,A+,A,A,A,A+,B+,A,A+,A+,A,A,A+,A+,A,316140,KOSPI,기타금융,10507700000000.0
팜젠사이언스,B이하,C,B이하,,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,D,B이하,B이하,B이하,C,B이하,B이하,C,D,B,C,C,D,C,C,D,D,D,D,D,D,C,D,D,D,C,D,4720,KOSPI,의약품,94164759500.0
에스메디,B이하,C,B이하,,B이하,C,B이하,B이하,B이하,D,B이하,B이하,B이하,D,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,C,D,C,B,B,D,B,B,D,D,D,D,D,D,D,C,D,D,D,C,118000,KOSPI,유통업,74672560849.0
우리종금,B이하,A,B이하,,,B+,B이하,,B이하,B+,B이하,B이하,B이하,C,B이하,B이하,B이하,B,B이하,B이하,B이하,B+,B이하,B이하,B이하,B+,B이하,B이하,B이하,B+,B이하,B이하,B,D,B,B,B,D,B+,B,B,C,B,B+,B+,B+,A,B+,B+,B+,A,B+,,,,
우성,B이하,C,B이하,,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B+,B이하,B이하,B이하,B,B이하,B이하,B이하,C,B이하,B이하,C,D,C,C,C,D,C,B+,C,D,C,B,C,D,C,C,C,D,C,C,6980,KOSPI,음식료품,60193200000.0
우신시스템,,C,,,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B+,B,B,B+,B,C,C,B+,D,D,D,C,C,D,D,B,C,D,D,B,17370,KOSPI,기계,163911000000.0
우진플라임,,C,,,B이하,B,B이하,B이하,B이하,C,B이하,B이하,B이하,B,B이하,B이하,B이하,C,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B,B,B,B,B,B,C,B,D,D,D,D,C,C,D,C,C,C,D,C,49800,KOSPI,기계,54200000000.0
웅진,B이하,B,B이하,B이하,B이하,C,B이하,B이하,,,,,,,,,B이하,C,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B,D,B,B+,B,D,B+,B+,C,C,B+,C,B+,B,A,B,B+,B,A,B,16880,KOSPI,서비스업,90397527480.0
웅진씽크빅,B+,B+,B+,B+,B+,B,B+,B+,B이하,C,B+,B+,B이하,B,B+,B이하,B이하,B,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B,D,B,B,B+,B,A,B+,B+,C,B+,B+,B+,B+,A+,B,B+,B+,A+,B,95720,KOSPI,서비스업,250648000000.0
원림,,C,,,B이하,B,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,B,B이하,B이하,B이하,C,B이하,B이하,C,D,B,C,C,D,B,B,D,D,D,C,C,C,D,C,C,C,D,C,5820,KOSPI,섬유의복,42857140500.0
윌비스,B이하,B,B이하,,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B+,B이하,B이하,B이하,B,B이하,B이하,C,D,C,C,C,D,D,B+,D,D,D,C,D,D,C,D,D,D,C,D,8600,KOSPI,유통업,32609478915.0
유나이티드제약,B이하,C,B이하,,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B+,B이하,B이하,B이하,B+,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B+,B이하,B,B,B+,B,B,C,B,B+,B,C,C,B+,B,C,B,B+,B,C,B,B+,33270,KOSPI,의약품,372411000000.0
유니드,B이하,C,B이하,B이하,B이하,B,B이하,B+,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,C,B이하,B+,B이하,C,B이하,B+,B이하,B,B이하,B이하,B이하,C,B이하,B이하,B,B,B,B,B+,B,B+,B+,B,C,B+,B,B+,B+,B+,B,B+,B+,B+,B,14830,KOSPI,화학,550883000000.0
유니온,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,C,B이하,B이하,C,C,B,C,B,B,B,B,C,C,C,B,C,C,C,B,C,C,C,B,910,KOSPI,비금속광물,85707788310.0
유니온머티리얼,,B,,B이하,B이하,B,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B+,B이하,C,B이하,B+,B이하,B,B이하,B+,B이하,C,B이하,B이하,B,B,B,B,B,B,C,B,D,D,D,C,C,C,D,C,C,C,D,C,47400,KOSPI,비금속광물,120750000000.0
유니온스틸,,C,,B이하,B이하,B,B이하,B+,B이하,B,B이하,B이하,B이하,B,B이하,B+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
유니퀘스트,,C,,,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B+,B이하,B이하,B이하,B,B이하,B이하,B이하,B+,B이하,B이하,B이하,B+,B이하,B이하,B,D,C,B+,B,B,C,B+,D,D,D,D,C,D,D,B,C,D,D,B,77500,KOSPI,유통업,145584000000.0
유성기업,B이하,C,B이하,B이하,B이하,C,B이하,B+,B이하,B,B이하,B이하,B이하,C,B이하,B이하,B이하,B,B이하,B이하,B이하,B+,B이하,B+,B이하,B,B이하,B+,B이하,B,B이하,B이하,C,B,C,C,C,B,D,C,C,C,C,C,C,C,C,C,C,C,C,C,2920,KOSPI,운수장비,69669037500.0
유수홀딩스,B+,B+,B+,B+,B+,B+,B+,B+,B이하,B,B이하,B+,B이하,B,B+,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B+,B+,B+,B이하,B+,B+,B+,B이하,B,C,B,B+,B+,D,B,A,B+,B,B+,B+,B+,B+,A,B+,B+,B+,A,B+,700,KOSPI,서비스업,141928000000.0
유안타증권,B이하,B,B이하,,B이하,B,B이하,B이하,B이하,B+,B이하,B이하,B이하,C,B이하,B이하,B이하,B,B이하,B이하,B이하,A,B이하,B이하,B+,A,B이하,B이하,B이하,B+ 이하,B이하,B이하,B,D,B+,B,C,D,C,B,C,D,C,B,C,C,D,B,C,C,D,B,3470,KOSPI,증권,539909000000.0
와이투솔루션,,C,,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,D,C,C,D,,,,,D,D,D,C,C,C,C,C,C,C,C,C,11690,KOSPI,전기전자,127828000000.0
유엔젤,B이하,C,B이하,,,B,B이하,,B이하,B,B이하,B이하,B이하,C,B이하,B이하,B이하,B,B이하,B이하,B이하,C,B이하,B이하,B이하,B,B이하,B이하,B이하,C,B이하,B이하,C,B,C,C,C,D,C,B,D,D,D,D,D,D,D,D,D,D,D,D,72130,KOSPI,서비스업,44600634520.0
유유제약,B이하,B,B이하,,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,C,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B,B,C,B,B,D,B,B+,C,D,B,D,D,D,C,D,D,D,C,D,220,KOSPI,의약품,80052049700.0
유진투자증권,B이하,C,B이하,,,B+,B이하,,B이하,B+,B이하,B이하,B이하,B,B이하,B이하,B이하,B+,B이하,B이하,B이하,A,B이하,B이하,B+,A,B이하,B이하,B이하,B+ 이하,B이하,B이하,B,C,B+,B,C,C,C,B,B,C,B+,B,B,C,B,B,B,C,B,B,1200,KOSPI,증권,398605000000.0
유한양행,B이하,B,B이하,B이하,B+,B+,B이하,B+,B이하,B,B이하,B+,B+,B,B+,B+,B+,B+,B이하,B+,B+,B+,B이하,B+,B이하,B,B이하,B+,B+,B,B+,B+,B+,B+,B+,B+,B+,B+,A,B+,B+,B,A,B+,A,B+,A+,A,A,B+,A+,A,100,KOSPI,의약품,5742970000000.0
유화증권,B이하,B+,B이하,,,B,B이하,,B이하,B,B이하,B이하,B이하,C,B이하,B이하,B이하,B+,B이하,B이하,B이하,B+,B이하,B이하,B이하,B+,B이하,B이하,B이하,B+ 이하,B이하,B이하,C,D,C,B,C,D,C,C,D,D,D,C,C,D,C,C,C,D,C,C,3460,KOSPI,증권,125312000000.0
율촌화학,B이하,B,B이하,,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B,C,B+,B+,B,B,B,B+,C,C,C,C,D,C,C,D,D,C,C,D,8730,KOSPI,화학,820880000000.0
이건산업,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,C,B이하,B이하,B,C,B,B,C,D,C,B+,D,D,C,D,D,D,C,D,D,D,C,D,8250,KOSPI,종이목재,59253755350.0
이구산업,,C,,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B+,B이하,B+,B이하,B+,B이하,B+,B이하,B+,B이하,B,B이하,B+,B+,B+,B이하,B+,B,B,C,B,B,B,C,B+,C,C,C,C,C,C,D,C,C,C,D,C,25820,KOSPI,철강금속,221720000000.0
이수페타시스,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B+,B이하,C,B이하,B+,B이하,D,A,B+,B이하,C,B+,B+,B이하,C,A,B+,B,B+,B+,C,B,B,A,C,C,B,B+,D,C,B,B+,C,C,B,B+,C,7660,KOSPI,전기전자,2270550000000.0
이수화학,B이하,B,B이하,B이하,B이하,B,B이하,B+,B이하,C,B+,B+,B이하,C,B이하,B+,B이하,C,B+,B이하,B이하,B,B이하,B이하,B+,B,B+,B+,B이하,C,B+,B+,C,B,B,C,B,B,B+,B,C,B,B+,D,C,B,B,D,C,B,B,D,5950,KOSPI,화학,266311000000.0
이스타코,B이하,C,B이하,,,C,B이하,,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,D,B이하,B이하,B이하,C,B이하,B이하,C,D,C,B,C,D,C,B,D,D,D,C,D,D,D,C,D,D,D,C,15020,KOSPI,서비스업,32995732000.0
이아이디,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,D,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,D,D,C,C,D,D,C,C,D,D,D,D,D,D,D,D,D,D,D,D,93230,KOSPI,유통업,354103000000.0
이월드,B이하,C,B이하,,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,C,D,C,B,C,D,C,B,D,D,C,D,D,D,D,D,D,D,D,D,84680,KOSPI,기타제조업,279075000000.0
이화산업,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,C,C,C,C,C,D,C,B,D,D,D,D,C,C,D,C,C,C,D,C,760,KOSPI,유통업,40012000000.0
인디에프,B이하,B,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,B,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,C,D,B,B,C,D,B,B,D,D,D,C,D,D,D,C,D,D,D,C,14990,KOSPI,섬유의복,51076836600.0
인스코비,,C,,B이하,,,B이하,B이하,B이하,C,B이하,B이하,B이하,D,B이하,B이하,B이하,C,B이하,B이하,B이하,B,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B+,C,B,C,C,C,D,C,B,D,D,D,D,D,D,D,D,D,D,D,D,6490,KOSPI,통신업,141532000000.0
인지컨트롤스,,C,,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,D,B이하,B이하,C,C,B,C,C,D,C,B,D,D,C,D,C,C,C,C,C,C,C,C,23800,KOSPI,운수장비,118253000000.0
인천도시가스,B이하,C,B이하,,B이하,B,B이하,B이하,B이하,C,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B,C,B,B+,C,D,C,B,C,D,B,B,B,D,B,B+,B,D,B,B+,34590,KOSPI,전기가스업,110900000000.0
인팩,B이하,C,B이하,B이하,B이하,B,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,B,B이하,B이하,B이하,C,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,C,C,C,B,C,D,C,B+,C,D,C,B,C,C,C,B,C,C,C,B,23810,KOSPI,운수장비,83800000000.0
일동홀딩스,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,C,B이하,B이하,B이하,B+,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B+,B이하,B+,B,A,B+,A,B+,A,A,B+,C,A+,B+,A,B+,A+,B+,A,B+,A+,B+,230,KOSPI,의약품,99593652000.0
일성건설,B이하,C,B이하,B이하,B이하,B,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B,B,B,B,B,B,C,B+,D,D,D,C,D,C,D,D,D,C,D,D,13360,KOSPI,건설업,78282051120.0
